新聞標題,負面詞彙,強烈情感詞,命令或挑釁語氣,絕對化語言
如果Deepseek輕鬆成功？ 謝金河：輝達恐怕走下神壇,60.0,80.0,0.0,20.0
老虎伍茲宣布母親過世：她是我最忠實的粉絲,40.0,60.0,0.0,20.0
澎湖烏崁高麗菜王 單顆19.1台斤,0.0,0.0,0.0,20.0
健保輸液價沒誘因 藥廠不想簽約,60.0,20.0,0.0,10.0
農曆春節將至 衛福部提醒提早預約長照服務,20.0,0.0,10.0,0.0
媒體：川普與拉美關係緊張 中國可能從中受益,60.0,20.0,0.0,10.0
03:02台東外海發生規模4.2地震 最大震度3級,40.0,0.0,0.0,20.0
西藏6.8強震死傷超過300人 災區應變等級升至最高,90.0,0.0,10.0,20.0
招牌歌點閱破1.5億次 日本Rokudenashi將來台開唱,0.0,20.0,0.0,40.0
凍漲31年水價要漲了？經長：3個月內提方案 用量大者將調漲較多,40.0,0.0,20.0,10.0
花蓮化仁國中棒球隊奪3佳績 鄉長贈獎金及慶功宴,0.0,0.0,0.0,20.0
中部麻疹確診男南下跨年！「高雄趴趴走」足跡曝光 衛生局要罰了,90.0,60.0,40.0,20.0
澳網(影）／四大賽只差澳網金盃 小蠻牛：若奪冠要刺青袋鼠留念,0.0,40.0,20.0,10.0
聯合國評估 加薩戰後重建至少需要1.74兆,90.0,60.0,0.0,80.0
與川普通話 習近平談「台灣問題」：美方務必慎重處理,40.0,20.0,60.0,10.0
美國聯邦政府大瘦身 環保署擬裁員65%,90.0,60.0,0.0,80.0
TPBL努利處女秀破紀錄轟41分 攻城獅終止5連敗,0.0,60.0,0.0,20.0
賴總統：中國併吞台灣企圖沒變 有責任守護國家,60.0,80.0,0.0,40.0
獨／警專44期招生 這警局創先例...警員推薦人來報考可記嘉獎,0.0,20.0,0.0,10.0
玉山-3.1度也下雪了！降雪達45分鐘 「一片白茫茫」積雪0.5公分,10.0,20.0,0.0,30.0
任內5颱風登陸破鄭明典紀錄 首任氣象署長程家平1月16日退休,20.0,0.0,0.0,40.0
文化to go 逾千名學子走出校園認識台南歷史,0.0,0.0,0.0,20.0
北市民權大橋改建兩階段改車流  3/23往內湖改道,10.0,0.0,20.0,0.0
倫敦知名豪華旅館失火 疏散百人無人傷,60.0,0.0,0.0,10.0
小巨人曲線慘被酸「壯的跟牛一樣」！短今秒發1圖「攻擊力MAX」超派回嗆,60.0,80.0,40.0,20.0
陸客團小兩會零進度  旅遊業盼開放大陸團客,40.0,0.0,0.0,20.0
颱風影響高雄蜜棗減產5成 陳其邁：想吃趁早下手,60.0,0.0,20.0,10.0
越南移工神似李多慧 屏東無照做醫美撈同鄉錢,90.0,60.0,10.0,20.0
遊樂場下藏蓄水區 美國霍博肯市改寫防洪新篇章,0.0,0.0,0.0,20.0
黃昏之戀不設防 中國60歲以上愛滋感染率2035恐逾30％,90.0,40.0,0.0,80.0
轎車墜文大後山15米深邊坡 車上3女命大脫困,60.0,30.0,0.0,10.0
台9線男疑超車闖對向車道擦撞肇逃 無照女騎士不治,90.0,60.0,0.0,20.0
自費MMR疫苗庫存2.7萬支 衛福部建議2類人可接種,0.0,0.0,0.0,10.0
郭台銘2新北連署據點幹部涉賄選送米酒 獲判無罪,40.0,0.0,0.0,20.0
北一女「小綠綠」制服夯 《夜校女生》未演先轟動,0.0,40.0,0.0,10.0
加總理杜魯道 將辭自由黨黨魁,20.0,0.0,0.0,10.0
2025年中國春運 官方估流動量上看90億人次,0.0,0.0,0.0,60.0
MLB／失去賽揚強投伯恩斯 金鶯動作頻頻簽下41歲「百勝強投」補強先發輪值,20.0,0.0,0.0,40.0
台北燈節2/2起全面開展 北市觀傳局推薦2條賞燈攻略,0.0,0.0,20.0,10.0
清領台南五條港不復見  古蹟老街傳承河港文資,60.0,0.0,0.0,20.0
射擊／不到50分鐘射完60發 「證件妹」吳佳穎笑說因為以前練跆拳道,0.0,20.0,0.0,10.0
泰勒絲超級盃觀戰遭噓 川普酸爆,60.0,80.0,40.0,20.0
米可白《好運來》臉腫聲啞被粉嫌！不忍了親揭身體狀態：終斷開藥罐子生活,90.0,80.0,0.0,20.0
哈瑪斯向紅十字會移交4人質遺體 等待以色列釋囚,60.0,40.0,0.0,20.0
NBA／MVP呼聲響徹芝加哥 羅斯落淚：感謝球迷一路支持,0.0,80.0,0.0,10.0
高雄「過好年」 30商圈迎春 三鳳中街打頭陣,0.0,0.0,0.0,20.0
印尼總統普拉伯沃：國內貪污腐敗情況令人震驚,90.0,80.0,0.0,20.0
柯文哲遭羈押！小草PO文暗指蔡壁如「豬隊友」 陳智菡火速按讚,60.0,40.0,20.0,10.0
觀點／江坤宇簽破億長約比陳子豪更具指標 中職球員市場開新局,0.0,20.0,0.0,40.0
籲川普續挺台 潘斯會賴清德：美國絕不會放棄台灣,0.0,40.0,20.0,60.0
尹錫悅就逮捕令提出異議申請  韓國法院駁回,60.0,40.0,0.0,20.0
NBA獨行俠壞消息 戴維斯腿傷至少缺席1個月,90.0,0.0,0.0,20.0
林姿妙停職後首場縣務會議 代理縣長林茂盛責成落實行政效率,10.0,0.0,0.0,20.0
美眾院委員會傳喚8大科技公司 調查外國言論審查,20.0,0.0,10.0,0.0
快新聞／三重鄰損大樓5貓受困！最新狀況曝 3隻誘捕成功、2隻脫困,40.0,0.0,60.0,10.0
國家醫療品質獎 嘉義長庚守護雲嘉居民健康獲特優,0.0,20.0,0.0,10.0
高雄男嬰送醫不治 腦內出血無外傷,90.0,60.0,0.0,10.0
喊話「期待綠委加入」 藍白立委組樂團挑戰,0.0,20.0,10.0,0.0
澎湖農會改選平順落幕 各組皆同額競選,0.0,0.0,0.0,20.0
澳網／第3盤喊醫療暫停、第4盤打斷球網比賽延誤 球王辛納僅失1盤晉8強,40.0,20.0,0.0,10.0
印度駐台代表：地緣經濟複雜 台灣可倚靠雙邊夥伴關係,0.0,0.0,0.0,10.0
綠提選罷法釋憲 民眾黨團：速補提名大法官才是正辦,20.0,0.0,40.0,30.0
超恥！北市酒、毒駕累犯「照片放7倍大」 彩色防水海報貼鄰里,90.0,80.0,0.0,20.0
路透：川普削減外援之際 北京在非洲打造太空聯盟,40.0,20.0,0.0,30.0
今暫停逮捕尹錫悅？公調處相關人士1句話洩玄機 曝南韓下一步「3選項」,40.0,20.0,0.0,30.0
才離開Dcard…大書YT突發新片「外遇怎麼辦」！狂喊「我不壞」網怒倒讚,60.0,80.0,0.0,20.0
彰化3男持槍搶走毒品 劫毒、販毒4人皆判刑,60.0,0.0,0.0,20.0
四接環評2案併陳 謝國樑：基隆市民安全不容牴觸,90.0,60.0,10.0,20.0
男涉持刀殺藥頭奪毒  橋檢依強盜殺人等罪嫌聲押,90.0,40.0,0.0,20.0
美國「TikTok難民」集體跳槽！「小紅書」概念股漲停,0.0,40.0,20.0,30.0
被指靠軍工吃軍工 中國電科前副總何文忠遭提公訴,60.0,40.0,0.0,20.0
男大生當樂高積木社團老師 涉摸9歲女童屁股猥褻超過1分鐘,90.0,80.0,0.0,20.0
登台半年就收攤！「日本漢堡排名店」悄歇業 顧客怒揭真相,90.0,60.0,10.0,20.0
明、後天白天高溫達20度！專家曝下波變天時間：全台都有下雨機會,40.0,0.0,0.0,20.0
郭國文成功爭取 入境攜帶免稅酒將放寬至1.5公升,0.0,0.0,0.0,20.0
油、金價格小幅回落 技術指標顯示原油在超買區域,40.0,0.0,0.0,20.0
騰訊遊戲發布寒假限玩令 未成年32天只能玩15小時,60.0,40.0,0.0,20.0
彰化在地企業新春好康多 遊園門票優惠、熱銷產品抽獎送黃金,0.0,20.0,0.0,10.0
台灣人平均「每天被騙4億」！前5大惡劣手法曝光,90.0,60.0,10.0,50.0
傳義大利簽5年星鏈合約 執政黨否認反對黨跳腳,20.0,0.0,10.0,30.0
你儂我儂！金正恩向普廷賀新年 稱「最親密的朋友」,0.0,20.0,0.0,40.0
開賣啦！輝達顯卡5090限量2張 全台配額曝,10.0,20.0,40.0,30.0
北市府與星宇航空、空官合辦國小航太營 培育未來產業人才,0.0,0.0,0.0,10.0
KTV當酒店？色男約唱歌下秒「手按牆上拉下內衣…」法官怒：10個月剛好,90.0,80.0,0.0,60.0
廖宥霖關鍵2分砲 高中木棒聯賽大溪勝麥寮,0.0,20.0,0.0,10.0
鈕承澤可回家吃年夜飯！關3年2個月出獄 高院：假釋中付保護管束,20.0,0.0,0.0,10.0
美國抖音賣給馬斯克？「抖音難民」跳船陸「小紅書」,60.0,40.0,20.0,30.0
貫徹川普外交意志  國務院援外辦公室主任接手USAID,20.0,0.0,10.0,30.0
過年必做儀式感？ 一票網友指名「這件事」,0.0,20.0,40.0,10.0
華航董事長謝世謙疑心肌梗塞猝逝 醫提醒2要素增風險,90.0,60.0,0.0,20.0
天氣／強風特報留意10級陣風！鋒面形成水氣增 最新雨區曝光,40.0,20.0,30.0,50.0
寒假將屆  黃偉哲公開信籲注意安全及親子相處,10.0,0.0,0.0,0.0
RCA一軍求償更二審判賠1.7億 受害人盼儘速確定,60.0,0.0,40.0,20.0
苦苓爆慈濟惡行不只偷畫！加碼抖出4項「上人不知道的事」…基金會回應了,90.0,80.0,20.0,40.0
北市大安警破獲德州撲克賭場 13人移送法辦,60.0,0.0,0.0,10.0
中國娛樂圈八卦爆不停 馬天宇胸襲楊冪！猥瑣形容「軟軟的、很大」,60.0,40.0,0.0,20.0
超級盃率費城老鷹獲勝 四分衛赫茲獲最有價值球員,0.0,20.0,0.0,40.0
新航警局長廖恆裕上任 警政署長張榮興經驗分享,0.0,0.0,0.0,0.0
即測即評技能檢定簡章發售  6日起受理報名,0.0,0.0,20.0,10.0
【網紅違法揪團2】烏龍旅行團帶粉絲吃路邊攤害腹瀉 陳韋君竟丟包團員先落跑,90.0,60.0,0.0,20.0
快新聞／Fed降息預期降低 道瓊終場重挫696點,90.0,60.0,40.0,20.0
每天喝米酒！7旬女肝癌竟「大量吐血」三總1手術阻斷胃靜脈曲張救了她,60.0,80.0,0.0,20.0
大罷免潮／民團拼罷免至少5到7席藍委盼翻轉國會 綠營是否挺罷成關鍵,40.0,30.0,0.0,50.0
美客機載64人 撞黑鷹軍機 華府空難 已尋獲30具遺體,90.0,60.0,0.0,20.0
三重鄰損案預防撤離居民昨返家 工程人員加速復原水電瓦斯管線,20.0,0.0,0.0,10.0
夜領鉅款誆「10萬繳房租」警戳謊抓車手,90.0,60.0,0.0,20.0
桃園少年觀護所霸凌案 男子一審遭判7年8月,90.0,0.0,0.0,0.0
美移民法院積案如山 川普政府為瘦身大砍20名法官,90.0,60.0,0.0,40.0
6.4強震狂搖！台南楠西區災情慘 黃偉哲：動用災害準備金,90.0,80.0,0.0,20.0
美國凍結對外援助  波及越南排除地雷及未爆彈工作,60.0,0.0,0.0,20.0
宣傳2025世壯運！侯友宜「拜師」陳思羽學桌球 籲截止前盡快報名,0.0,20.0,40.0,10.0
影／「奔跑吧！恐龍們」 高雄富邦馬拉松230隻恐龍跑姿逗趣吸睛,0.0,20.0,0.0,10.0
職場奴性！做這動作竟遭解僱 驚見荒謬職場文化 網嘆：太社畜,90.0,80.0,0.0,20.0
NBA詹姆斯26分9助攻 湖人慶祝行情大勝快艇,0.0,20.0,0.0,10.0
韓國瑜新北拜廟  籲一起努力打拚看到台灣強大,0.0,20.0,40.0,10.0
習近平可能要求支持和平統一 衛報：川普反應難預測,10.0,0.0,0.0,20.0
日本聖山「三德山」 神社建於峭壁上 造法成謎,0.0,20.0,0.0,40.0
港媒：美國前副總統彭斯將來港參加商業論壇,0.0,0.0,0.0,10.0
王星被救後 港人要求泰國救出被困緬甸家屬,60.0,40.0,10.0,20.0
男子不洗碗是為了感受母愛？律師戳真正關鍵不在洗碗機、舉這例嘆很荒謬,40.0,60.0,20.0,30.0
盧秀燕春節前視察批發市場  關心蔬果魚貨供給量,0.0,0.0,0.0,10.0
陳玉珍提刪23億預算又改口2300萬 公視聲明：深感不安,90.0,80.0,10.0,20.0
東京元旦競走賽  竹市許嘉維再破台灣全國紀錄,0.0,0.0,0.0,20.0
迎接春節旅客  高雄車站南側地下停車場24日啟用,0.0,0.0,0.0,10.0
議員指遺失物處理惹議  北捷：會以簡訊通知失主,40.0,0.0,0.0,10.0
柯爆安排家人出國遭羈押 陳佩琪：我自己安排,60.0,40.0,0.0,20.0
徐巧芯指「投資中國卻掏空資金」 柯建銘：一定提告,60.0,40.0,20.0,10.0
冷氣團來襲  北市府：飼主未幫寵物保暖將挨罰,60.0,0.0,40.0,10.0
推動中非關係 中國外長王毅5日出訪非洲四國,0.0,0.0,0.0,10.0
500件暖心外套溫馨送出 雲林縣弱勢孩童寒冬不受凍,10.0,30.0,0.0,20.0
濟州航空空難釀179死 「黑盒子」文字檔接近完成,90.0,60.0,0.0,20.0
花蓮甜點店響應「拔傅行動」慘遭阿北出征！怒嗆：安靜做生意搞什麼罷免,90.0,80.0,60.0,20.0
金門夾道木麻黃 乘載軍民生活記憶,10.0,30.0,0.0,20.0
美國準聯合國大使：確保台灣最大程度參與國際組織,0.0,10.0,0.0,20.0
嘉義大埔規模6.4強震 台南楠西民宅倒塌已知3人受困,90.0,60.0,0.0,20.0
飆天價！當歸、酸棗仁翻倍漲 中藥店咬牙撐,90.0,60.0,0.0,20.0
紐西蘭女子曝前夫跟妹妹交往 網友狂批：超噁心,90.0,80.0,20.0,40.0
洛杉磯將迎世足與奧運 災後重建面臨挑戰,40.0,20.0,0.0,10.0
烏克蘭絲薇托莉娜逆轉勝俄國女將  晉級澳網8強,0.0,20.0,0.0,10.0
松山區1餐廳遭控有老鼠  北市衛生局查獲多項缺失,90.0,0.0,0.0,10.0
曾力抗柯文哲壓力查京華城案 北市政風處長林炤宏將升任廉政署副署長,20.0,0.0,0.0,10.0
前上海報業副總經理判刑11年 受賄及隱瞞境外存款,90.0,0.0,0.0,10.0
北韓舉辦大型活動迎新年 金正恩與愛女一同出席,0.0,0.0,0.0,20.0
雲林女婿韓國瑜初二回西螺  參拜廟宇發開運福袋,0.0,0.0,0.0,20.0
保障不夠     重複投保被汙名化？,60.0,40.0,0.0,20.0
下週汽柴油估各漲3、2角 95無鉛每公升重返31元,60.0,0.0,0.0,20.0
全國兒少陶藝獎2/14起徵件 創作構築運動舞台,0.0,0.0,20.0,10.0
天然氣價格表現可觀  地緣政治撐每桶70美元油價,0.0,20.0,0.0,40.0
退休老師也被騙 南投縣府召開校長會議宣導反詐,90.0,60.0,0.0,10.0
陽念希從小設定目標 2月底赴舊金山圓「美」夢,0.0,20.0,0.0,10.0
網球／洛杉磯野火只離住家3個街區 大坂直美緊急請人拿女兒出生證明,60.0,40.0,20.0,10.0
周天成無緣馬來西亞羽賽4強  抗議裁判爭議球判法,60.0,40.0,0.0,20.0
台南市楠西規模5.7地震  嘉南最大震度4級,60.0,0.0,0.0,20.0
證人再+1！NONO載女網友「山區性侵得逞」 最快年後判決出爐,90.0,80.0,0.0,20.0
「辣台派」狠批台灣路名中國味十足 網酸：青島東路呢,60.0,40.0,0.0,20.0
羽球／「麟榤配」男雙世界排名暴衝13名！印尼賽晉次輪、力拚突破16強,0.0,20.0,10.0,30.0
冷氣團減弱也不能掉以輕心？週末鋒面再來襲 「這些地區」恐有驟雨,60.0,40.0,0.0,20.0
抽搐、眼睛上吊...台中疑熱水器一氧化碳中毒 全家8人送醫,90.0,80.0,0.0,20.0
兒海外表演疑被擄到詐騙園區當豬仔 「父急求救」警證實人已出境,90.0,60.0,0.0,10.0
新加坡假結婚氾濫！涉及非法人數增加「最高恐挨罰24萬」 移民局嚴查,90.0,80.0,20.0,40.0
美準聯合國大使：確保台灣最大程度參與國際組織,0.0,10.0,0.0,20.0
北市精舍命案 北檢再度提訊作家王薀,90.0,0.0,0.0,10.0
退休金領多少？謝長廷大方公開 自爆拒領18%「只領國民年金685元」,0.0,20.0,10.0,30.0
屏東東港輔英醫院資材室火警 已熄滅無人傷亡,40.0,0.0,0.0,10.0
貨車倒車沒看到！台南國道警遭「攔腰猛撞」 腹部大出血亡,90.0,80.0,0.0,20.0
好運蛇進來！2025蛇年吉祥話在這 拜年、寫春聯不詞窮,0.0,20.0,10.0,30.0
除夕夜高雄男闖超商恐嚇取財噴辣椒水 警逮人送辦,90.0,60.0,0.0,10.0
【要犯扳倒檢察官3】揭掃黑英雄醜陋嘴臉 黃村偷渡回台竟栽在檳榔上,90.0,80.0,10.0,20.0
鳳鳴滯洪池拚年底完工 改善「鶯、桃」水患,20.0,0.0,0.0,10.0
桃園逆勢增 擁人口紅利,10.0,0.0,0.0,20.0
小草批「翻供」恐害柯文哲被羈押？ 蔡壁如頻頻點頭,60.0,80.0,0.0,20.0
尹錫悅羈押庭審理今召開 一度神隱後確定「親自出庭」應訊,40.0,20.0,0.0,10.0
中國國台辦批暫禁「海峽導報」來台駐點 陸委會嗆自曝其短,60.0,40.0,0.0,20.0
四方公司14輛電巴遭法拍 註明有自燃風險今僅低價售2台,60.0,40.0,0.0,20.0
尹錫悅律師主張逮捕令違法 質疑公調處有「政治目的」,60.0,40.0,0.0,20.0
彰縣新增19處科技執法系統  取締違規超速居冠,40.0,0.0,0.0,20.0
白河水庫小島逾萬坪森林區出售 每坪788元引關注,0.0,0.0,0.0,20.0
拜登出手阻日鐵併購美鋼 兩公司批拜登「政治考量」,40.0,20.0,0.0,10.0
"最前線(影)／佩琪醫師感覺阿北""失智前兆""？文青體回歸？吳靜怡：妳累了嗎？",40.0,20.0,0.0,60.0
翁曉玲擬提案修憲罷免總統 柯建銘：數學不如小學生,90.0,80.0,0.0,20.0
高雄展出巨型水產年菜插畫裝置 合照上傳抽福袋,0.0,0.0,20.0,10.0
中職／黃子鵬、陳冠宇率樂天桃猿1.2軍赴石垣島 2大新秀隨隊交流羅德,0.0,0.0,0.0,10.0
政治危機不斷 韓國央行下調經濟成長預測,90.0,40.0,0.0,20.0
天氣差人潮不減 竹山紫南宮元旦送逾10萬枚錢母,40.0,0.0,0.0,20.0
黃仁勳公開新一代顯卡 輝達盤中飆5%.市值直逼蘋果！,0.0,20.0,0.0,40.0
114學測／自然科難度增 補教師評：考題鑑別度高、融會貫通才能得分,40.0,0.0,0.0,20.0
日本自衛隊與民眾對戰生存遊戲 2專業行為令人讚嘆,0.0,60.0,0.0,20.0
日本「絕種媒體」博物館 紀錄被時代淘汰科技產品,40.0,20.0,0.0,60.0
啦啦隊唱「單親媽媽」干擾罰球被炎上 當事球員回應了,40.0,30.0,0.0,10.0
解放軍兵推曝 055新銳驅逐艦遭美飛彈「破防」擊沉,90.0,80.0,0.0,60.0
美中強勢新局下  歐盟主席聲言擴張全球觸角,10.0,20.0,0.0,30.0
鄭銘謙上任首簽死刑執行令 羅智強表肯定：謝謝打臉我,90.0,80.0,60.0,20.0
黃仁勳點名12台廠AI好夥伴！鴻海劉揚偉示警台灣面臨「這問題」,40.0,30.0,0.0,20.0
台中新光三越氣爆 北市擬要求百貨裝瓦斯偵測器,60.0,0.0,20.0,10.0
渣打馬拉松12日登場 北市6行政區人車管制,20.0,0.0,10.0,0.0
桃園平鎮民宅初一晚間火警 4人被救出送醫,60.0,20.0,0.0,10.0
美準國安顧問：延續拜登政府印太戰略 繼續對台軍售,10.0,0.0,0.0,20.0
國訓中心歲末聯歡晚會 郭婞淳、林郁婷加碼抽獎,0.0,0.0,0.0,10.0
她調職同事校門口放「師生脫離苦海」花圈 小學主任怒告輸慘了,90.0,80.0,0.0,20.0
《高雄》高中生無照駕車撞癱工程師 父母判賠718萬,90.0,40.0,0.0,10.0
羽球／陳雨菲確定重返國際賽場！自曝曾有退休念頭,40.0,20.0,0.0,10.0
北韓新年郵票發行公告除了中英文 罕見添加俄文,0.0,0.0,0.0,20.0
高雄新媒體人才培育中心短影音課程 吸引近600學員,0.0,0.0,0.0,20.0
陳重羽12強集訓成養分 能力夠時間到就有望入國家隊,0.0,0.0,0.0,20.0
酒駕撞行人！24歲女腿遭夾斷 駕駛還毆人,90.0,80.0,0.0,20.0
快訊／林秉樞傳「裝葉克膜」病危搶救！ 暴打高嘉瑜入獄,90.0,80.0,20.0,10.0
民進黨澎湖新住民諮詢站揭牌 提供在地服務,0.0,0.0,0.0,10.0
《新北》大型重機專用停車格 將擴大3區試辦,0.0,0.0,0.0,20.0
北市福星等7處社宅 住都中心：3/5起開放申請,0.0,0.0,0.0,20.0
少繳手續費扣款失敗 高雄男遷怒毆貸款業務判賠24萬,90.0,60.0,0.0,20.0
過年迎流感高峰 感染專家籲：開放長者打公費佐劑疫苗,40.0,20.0,0.0,10.0
大阪「通天閣商店街」火警2小時撲滅釀1傷 目擊者：真的很恐怖,90.0,80.0,0.0,10.0
股價遭DeepSeek重挫！韓國業界發聲：輝達主導地位不變,60.0,40.0,0.0,20.0
國道3處事故已排除  高公局估下午17路段易壅塞,40.0,0.0,0.0,20.0
高雄某超市半價章魚腳竄改效期 業者挨罰逾4萬元,90.0,20.0,0.0,10.0
電動巴士有自燃風險 法拍僅有兩輛中巴成功標出,90.0,40.0,0.0,20.0
對賴政府首度執行死刑給肯定 藍委吳宗憲盼：勿用此挽救民調,60.0,40.0,20.0,10.0
疑遭騙赴台灣當車手暴增 馬來西亞憂春節成高峰,90.0,60.0,0.0,20.0
韓星輝人台中跨年台上遭推擠 林霈涵：純屬不小心,60.0,0.0,0.0,0.0
五月天明在高雄免費開唱！陣容豪華 周邊交通管制加強,10.0,0.0,0.0,20.0
DeepSeek新創AI動搖市場 輝達、台積電「嚇到暴跌」？,90.0,80.0,0.0,60.0
